MEMNAME,MEMLABEL,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,INFORMAT
REPOSITMAIN2,,ARRTX,1,8,86,FOID: E3ji. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,ARTHR,1,8,133,FOID: E3z. Arthritis or rheumatism,X4134F,0,
REPOSITMAIN2,,ARTHRAGE,1,8,135,FOID: E3zii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,ARTHRTX,1,8,134,FOID: E3zi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,ASTHMA,1,8,67,FOID: E3d. Asthma,X4134F,0,
REPOSITMAIN2,,ASTHMAGE,1,8,69,FOID: E3dii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,ASTHMATX,1,8,68,FOID: E3di. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,AVGCIGAR,1,8,389,FOIF: J5b1. How many cigars do you smoke?,X4140F,0,
REPOSITMAIN2,,AVGCIGS,1,8,384,FOIF: J3a1. on Average # cigarettes,X4140F,0,
REPOSITMAIN2,,AVGNDRNK,1,8,404,"FOIF: J11. Now, how many drinks on average... those occasions?",X4140F,0,
REPOSITMAIN2,,AVGSLEEP,1,8,497,FOIG: K17. How much do you usually sleep?,X4064F,0,
REPOSITMAIN2,,BARREVR,1,8,26,FOIC: D1c. Ever used some other barrier method,X4133F,0,
REPOSITMAIN2,,BARRNOW,1,8,27,FOIC: D1ci. Are you or your partner currently using this method,X4133F,0,
REPOSITMAIN2,,BCIAGE,1,8,35,FOIC: D2bi. How old were you when you began using,X4140F,0,
REPOSITMAIN2,,BCIDUR,1,8,36,FOIC: D2bii. For how long altogether have you used,X4140F,0,
REPOSITMAIN2,,BCINOW,1,8,34,FOIC: D2b. Injections for birth control,X4129F,0,
REPOSITMAIN2,,BCIUNT,1,8,37,FOIC: D2biii. Units,X4103F,0,
REPOSITMAIN2,,BCPAGE,1,8,31,FOIC: D2ai. How old were you when you began using,X4140F,0,
REPOSITMAIN2,,BCPDUR,1,8,32,FOIC: D2aii. For how long altogether have you used,X4140F,0,
REPOSITMAIN2,,BCPNOW,1,8,30,FOIC: D2a. Birth control pills,X4129F,0,
REPOSITMAIN2,,BCPUNT,1,8,33,FOIC: D2aiii. Units,X4103F,0,
REPOSITMAIN2,,BEER30DY,1,8,394,FOIF: J9a. Beer or lite beer?,X4133F,0,
REPOSITMAIN2,,BEERFREQ,1,8,395,"FOIF: J9ai. If yes, about how often do you drink?",X4060F,0,
REPOSITMAIN2,,BEERVOL,1,8,396,"FOIF: J9aii. If yes, how much do you drink on a typical day?",X4054F,0,
REPOSITMAIN2,,BIOVARY,1,8,345,FOIF: G3b1. Were one or two ovaries removed?,X4111F,0,
REPOSITMAIN2,,BLADSURG,1,8,347,FOIF: G3d. Bladder surgery,X4133F,0,
REPOSITMAIN2,,BLDUDUR,1,8,450,FOIG: K1sii. How long?,X4057F,0,
REPOSITMAIN2,,BLDUFRQ,1,8,449,FOIG: K1si. Visible blood in your urine?,X4062F,0,
REPOSITMAIN2,,BNGE30DY,1,8,403,"FOIF: J10. Considering, how many times during the last 30 days?",X4140F,0,
REPOSITMAIN2,,BORNUS,1,8,500,FOIG: L2. Were you born in the United States?,X4133F,0,
REPOSITMAIN2,,BOSSY,1,8,499,FOIG: K19. Do you like directing other people's work?,X4133F,0,
REPOSITMAIN2,,CABG,1,8,76,FOID: E3g. Coronary artery bypass or angioplasty,X4134F,0,
REPOSITMAIN2,,CABGAGE,1,8,78,FOID: E3gii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CABGTX,1,8,77,FOID: E3gi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CANC1AGE,1,8,142,FOID: E3ddii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CANC1SPC,2,40,140,FOID: E3dd1. Specify cancer,$,40,$
REPOSITMAIN2,,CANC1TX,1,8,141,FOID: E3ddi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CANC2AGE,1,8,146,FOID: E3eeii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CANC2SPC,2,40,144,FOID: E3ee1. Specify 2nd cancer,$,40,$
REPOSITMAIN2,,CANC2TX,1,8,145,FOID: E3eei. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CANC3AGE,1,8,150,FOID: E3ffii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CANC3SPC,2,40,148,FOID: E3ff1. Specify 3rd cancer,$,40,$
REPOSITMAIN2,,CANC3TX,1,8,149,FOID: E3ffi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CANCBAGE,1,8,212,FOIE: E6a1iv. Brother's age (cancer),X4140F,0,
REPOSITMAIN2,,CANCBRO,1,8,211,FOIE: E6aiv. Brother (cancer),X4134F,0,
REPOSITMAIN2,,CANCER1,1,8,139,FOID: E3dd. Cancer,X4134F,0,
REPOSITMAIN2,,CANCER2,1,8,143,FOID: E3ee. 2nd Cancer,X4134F,0,
REPOSITMAIN2,,CANCER3,1,8,147,FOID: E3ff. 3rd Cancer,X4134F,0,
REPOSITMAIN2,,CANCFAGE,1,8,202,FOIE: E6a1ii. Father's age (cancer),X4140F,0,
REPOSITMAIN2,,CANCFHX,1,8,195,FOIE: E6a. Cancer (is none circled),X4133F,0,
REPOSITMAIN2,,CANCKAGE,1,8,217,FOIE: E6a1v. Child's age (cancer),X4140F,0,
REPOSITMAIN2,,CANCKID,1,8,216,FOIE: E6av. Child (cancer),X4134F,0,
REPOSITMAIN2,,CANCMA,1,8,196,FOIE: E6ai. Mother (cancer),X4134F,0,
REPOSITMAIN2,,CANCMAGE,1,8,197,FOIE: E6a1i. Mother's age (cancer),X4140F,0,
REPOSITMAIN2,,CANCPA,1,8,201,FOIE: E6aii. Father (cancer),X4134F,0,
REPOSITMAIN2,,CANCSAGE,1,8,207,FOIE: E6a1iii. Sister's age (cancer),X4140F,0,
REPOSITMAIN2,,CANCSIS,1,8,206,FOIE: E6aiii. Sister (cancer),X4134F,0,
REPOSITMAIN2,,CARETAK,1,8,322,FOIE: F4d. Caretaking of another person,X4133F,0,
REPOSITMAIN2,,CAS,1,8,97,FOID: E3n. Carotid artery surgery,X4134F,0,
REPOSITMAIN2,,CASAGE,1,8,99,FOID: E3nii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CASTX,1,8,98,FOID: E3ni. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CATHETER,1,8,176,FOIE: E4b. Ever been instructed to use a catheter,X4133F,0,
REPOSITMAIN2,,CESD1,1,8,367,FOIF: H1. I felt depressed,X4133F,0,
REPOSITMAIN2,,CESD2,1,8,368,FOIF: H2. I felt that everything I did was an effort,X4133F,0,
REPOSITMAIN2,,CESD3,1,8,369,FOIF: H3. My sleep was restless,X4133F,0,
REPOSITMAIN2,,CESD4,1,8,370,FOIF: H4. I was happy,X4133F,0,
REPOSITMAIN2,,CESD5,1,8,371,FOIF: H5. I felt lonely,X4133F,0,
REPOSITMAIN2,,CESD6,1,8,372,FOIF: H6. I enjoyed life,X4133F,0,
REPOSITMAIN2,,CESD7,1,8,373,FOIF: H7. I felt sad,X4133F,0,
REPOSITMAIN2,,CESD8,1,8,374,"FOIF: H8. I could not ""get going""",X4133F,0,
REPOSITMAIN2,,CHDBEAT,1,8,550,"FOSM: PM19a. Hit, kick, or beat you",X4105F,0,
REPOSITMAIN2,,CHDEMLAB,1,8,552,"FOSM: PM19c. Emotionally abuse, humiliate, or insult you",X4105F,0,
REPOSITMAIN2,,CHDEXORG,1,8,544,FOSM: PM18a. Exposed the sex organ of their body to you,X4133F,0,
REPOSITMAIN2,,CHDFRCSX,1,8,548,FOSM: PM18e. Forced you to have sex,X4133F,0,
REPOSITMAIN2,,CHDOHUNS,1,8,549,FOSM: PM18f. Have you had any other unwanted sexual experiences,X4133F,0,
REPOSITMAIN2,,CHDTCHOG,1,8,546,FOSM: PM18c. Touched the sex organs of your body,X4133F,0,
REPOSITMAIN2,,CHDTHRLF,1,8,551,FOSM: PM19b. Seriously threaten your life,X4105F,0,
REPOSITMAIN2,,CHDTHRSX,1,8,545,FOSM: PM18b. Threatened to have sex with you,X4133F,0,
REPOSITMAIN2,,CHDYUTCH,1,8,547,FOSM: PM18d. Made you touch the sex organs of their body,X4133F,0,
REPOSITMAIN2,,CHF,1,8,88,FOID: E3k. Congestive heart failure,X4134F,0,
REPOSITMAIN2,,CHFAGE,1,8,90,FOID: E3kii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CHFTX,1,8,89,FOID: E3ki. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CHLAMYD,1,8,337,FOIF: G2b. Chlamydia,X4133F,0,
REPOSITMAIN2,,CHOLAGE,1,8,126,FOID: E3wii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CHOLEST,1,8,124,FOID: E3w. High cholesterol,X4134F,0,
REPOSITMAIN2,,CHOLTX,1,8,125,FOID: E3wi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CIGAR20,1,8,387,FOIF: J5. Have you ever smoked at least 20 cigars in your life?,X4133F,0,
REPOSITMAIN2,,CIGARNOW,1,8,388,FOIF: J5a. Do you smoke cigars now?,X4133F,0,
REPOSITMAIN2,,CIGRFREQ,1,8,390,FOIF: J5b2. Frequency,X4083F,0,
REPOSITMAIN2,,CIGS100,1,8,382,FOIF: J1. Have you smoked at least 100 cigarettes during life?,X4133F,0,
REPOSITMAIN2,,CIGSDUR,1,8,386,FOIF: J4. For approximately how many years have you smoked?,X4140F,0,
REPOSITMAIN2,,CIGSFREQ,1,8,385,FOIF: J3a2. Frequency,X4083F,0,
REPOSITMAIN2,,CIGSNOW,1,8,383,FOIF: J2. Do you smoke cigarettes now?,X4133F,0,
REPOSITMAIN2,,CLAUD,1,8,100,FOID: E3o. Intermittent claudication,X4134F,0,
REPOSITMAIN2,,CLAUDAGE,1,8,102,FOID: E3oii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CLAUDTX,1,8,101,FOID: E3oi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CLUNG,1,8,70,FOID: E3e. Chronic lung disease,X4134F,0,
REPOSITMAIN2,,CLUNGAGE,1,8,72,FOID: E3eii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CLUNGTX,1,8,71,FOID: E3ei. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,CN4SARSD,1,8,531,FOSM: PM5. How much confidence did you have becoming sexually aroused,X4124F,0,
REPOSITMAIN2,,CNCB1TYP,2,40,213,FOIE: E6a2.1iv. Brother's type (cancer),$,40,$
REPOSITMAIN2,,CNCB2TYP,2,40,214,FOIE: E6a2.2iv. Brother's second type (cancer),$,40,$
REPOSITMAIN2,,CNCB3TYP,2,40,215,FOIE: E6a2.3iv. Brother's third type (cancer),$,40,$
REPOSITMAIN2,,CNCF1TYP,2,40,203,FOIE: E6a2.1ii. Father's type (cancer),$,40,$
REPOSITMAIN2,,CNCF2TYP,2,40,204,FOIE: E6a2.2ii. Father's second type (cancer),$,40,$
REPOSITMAIN2,,CNCF3TYP,2,40,205,FOIE: E6a2.3ii. Father's third type (cancer),$,40,$
REPOSITMAIN2,,CNCK1TYP,2,40,218,FOIE: E6a2.1v. Child's type (cancer),$,40,$
REPOSITMAIN2,,CNCK2TYP,2,40,219,FOIE: E6a2.2v. Child's second type (cancer),$,40,$
REPOSITMAIN2,,CNCK3TYP,2,40,220,FOIE: E6a2.3v. Child's third type (cancer),$,40,$
REPOSITMAIN2,,CNCM1TYP,2,40,198,FOIE: E6a2.1i. Mother's type (cancer),$,40,$
REPOSITMAIN2,,CNCM2TYP,2,40,199,FOIE: E6a2.2i. Mother's second type (cancer),$,40,$
REPOSITMAIN2,,CNCM3TYP,2,40,200,FOIE: E6a2.3i. Mother's third type (cancer),$,40,$
REPOSITMAIN2,,CNCS1TYP,2,40,208,FOIE: E6a2.1iii. Sister's type (cancer),$,40,$
REPOSITMAIN2,,CNCS2TYP,2,40,209,FOIE: E6a2.2iii. Sister's second type (cancer),$,40,$
REPOSITMAIN2,,CNCS3TYP,2,40,210,FOIE: E6a2.3iii. Sister's third type (cancer),$,40,$
REPOSITMAIN2,,COFFEE,1,8,409,FOIF: J12e. Coffee,X4140F,0,
REPOSITMAIN2,,CONDEVR,1,8,22,"FOIC: D1a. Ever used condoms, including female condoms",X4133F,0,
REPOSITMAIN2,,CONDNOW,1,8,23,FOIC: D1ai. Are you and your partner currently using this method,X4133F,0,
REPOSITMAIN2,,CUFFSZ00,1,8,574,FOSC: C3. Cuff size,X4112F,0,
REPOSITMAIN2,,CYEAST,1,8,336,FOIF: G2a. Chronic yeast infections?,X4133F,0,
REPOSITMAIN2,,CYST,1,8,160,FOID: E3jj. Ovarian cyst,X4134F,0,
REPOSITMAIN2,,CYSTAGE,1,8,162,FOID: E3jjii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,CYSTTX,1,8,161,FOID: E3jji. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,DBP001,1,8,576,FOSC: C5. First diastolic blood pressure,X4140F,0,
REPOSITMAIN2,,DBP002,1,8,579,FOSC: C8. Second diastolic blood pressure,X4140F,0,
REPOSITMAIN2,,DCOFFEE,1,8,408,FOIF: J12d. Decaffeinated coffee,X4140F,0,
REPOSITMAIN2,,DF4ORGS,1,8,566,FOSW: PF8. How difficult was it to reach orgasm,X4087F,0,
REPOSITMAIN2,,DF4WET,1,8,564,FOSW: PF6. How difficult was it to become lubricated,X4087F,0,
REPOSITMAIN2,,DFMNTERC,1,8,538,FOSM: PM12. How difficult was it to maintain your erection to completion,X4088F,0,
REPOSITMAIN2,,DIAB1,1,8,58,FOID: E3a. Insulin-dependent or juvenile onset diabetes,X4134F,0,
REPOSITMAIN2,,DIAB2,1,8,61,FOID: E3b. Non-insulin-dependent or adult-onset diabetes,X4134F,0,
REPOSITMAIN2,,DIAB1AGE,1,8,60,FOID: E3aii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,DIAB1TX,1,8,59,FOID: E3ai. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,DIAB2AGE,1,8,63,FOID: E3bii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,DIAB2TX,1,8,62,FOID: E3bi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,DIABAGE,1,8,229,FOIE: E6b1iv. Brother's age (diabetes),X4140F,0,
REPOSITMAIN2,,DIABBRO,1,8,228,FOIE: E6biv. Brother (diabetes),X4134F,0,
REPOSITMAIN2,,DIABFHX,1,8,221,FOIE: E6b. Diabetes (is none circled),X4133F,0,
REPOSITMAIN2,,DIABKID,1,8,230,FOIE: E6bv. Child (diabetes),X4134F,0,
REPOSITMAIN2,,DIABMA,1,8,222,FOIE: E6bi. Mother (diabetes),X4134F,0,
REPOSITMAIN2,,DIABPA,1,8,224,FOIE: E6bii. Father (diabetes),X4134F,0,
REPOSITMAIN2,,DIABSIS,1,8,226,FOIE: E6biii. Sister (diabetes),X4134F,0,
REPOSITMAIN2,,DIAFAGE,1,8,225,FOIE: E6b1ii. Father's age (diabetes),X4140F,0,
REPOSITMAIN2,,DIAKAGE,1,8,231,FOIE: E6b1v. Child's age (diabetes),X4140F,0,
REPOSITMAIN2,,DIAMAGE,1,8,223,FOIE: E6b1i. Mother's age (diabetes),X4140F,0,
REPOSITMAIN2,,DIAPHEVR,1,8,24,FOIC: D1b. Ever used a diaphragm,X4133F,0,
REPOSITMAIN2,,DIAPHNOW,1,8,25,FOIC: D1bi. Are you or your partner currently using this method,X4133F,0,
REPOSITMAIN2,,DIASAGE,1,8,227,FOIE: E6b1iii. Sister's age (diabetes),X4140F,0,
REPOSITMAIN2,,DRIBFRQ,1,8,427,FOIG: K1hi. Dribbling after urination?,X4062F,0,
REPOSITMAIN2,,DRIBLDUR,1,8,428,FOIG: K1hii. How long?,X4057F,0,
REPOSITMAIN2,,DRIV2HR,1,8,467,FOIG: K5c. Driving for 2 hours without stopping?,X4068F,0,
REPOSITMAIN2,,DSCRIMPO,1,8,540,FOSM: PM14. How would you describe yourself,X4110F,0,
REPOSITMAIN2,,DSTRTDUR,1,8,432,FOIG: K1jii. How long?,X4057F,0,
REPOSITMAIN2,,DSTRTFRQ,1,8,431,FOIG: K1ji. Difficulty starting to urinate?,X4062F,0,
REPOSITMAIN2,,DVT,1,8,115,FOID: E3t. Deep vein thrombosis,X4134F,0,
REPOSITMAIN2,,DVTAGE,1,8,117,FOID: E3tii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,DVTTX,1,8,116,FOID: E3ti. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,EDUC,1,8,504,FOIG: L8. How many years of school have you completed?,X4140F,0,
REPOSITMAIN2,,EMPTYDUR,1,8,414,FOIG: K1aii. About how long have you had this experience?,X4057F,0,
REPOSITMAIN2,,EMPTYFRQ,1,8,413,FOIG: K1ai. A sensation of not emptying bladder completely?,X4062F,0,
REPOSITMAIN2,,ENDOAGE,1,8,156,FOID: E3hhii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,ENDOMET,1,8,154,FOID: E3hh. Endometriosis,X4134F,0,
REPOSITMAIN2,,ENDOTX,1,8,155,FOID: E3hhi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,ENG4SACP,1,8,525,FOSM: PM3. Have you engaged in sexual activities with your partner,X4133F,0,
REPOSITMAIN2,,ENUFSLP,1,8,468,FOIG: K5d. Getting enough sleep at night?,X4068F,0,
REPOSITMAIN2,,EVENT,2,4,5,FOIA: A2a. BACH survey event,$,4,$
REPOSITMAIN2,,EVRETOH,1,8,393,FOIF: J8. Have you ever had an alcoholic drink?,X4133F,0,
REPOSITMAIN2,,FIBRAGE,1,8,168,FOID: E3llii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,FIBROID,1,8,166,FOID: E3ll. Uterine fibroids,X4134F,0,
REPOSITMAIN2,,FIBRTX,1,8,167,FOID: E3lli. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,FL4SDSIN,1,8,523,FOSM: PM1. How often did you feel sexual desire or interest,X4077F,0,
REPOSITMAIN2,,FLUIDIN,1,8,472,FOIG: K5h. Overall fluid intake?,X4068F,0,
REPOSITMAIN2,,FOAMEVR,1,8,28,FOIC: D1d. Ever used foams,X4133F,0,
REPOSITMAIN2,,FOAMNOW,1,8,29,FOIC: D1di. Are you or your partner currently using this method,X4133F,0,
REPOSITMAIN2,,FRQUDUR,1,8,416,FOIG: K1bii. How long?,X4057F,0,
REPOSITMAIN2,,FRQUFRQ,1,8,415,FOIG: K1bi. To urinate again less than 2 hours?,X4062F,0,
REPOSITMAIN2,,FRQUZDUR,1,8,444,FOIG: K1pii. How long?,X4057F,0,
REPOSITMAIN2,,FRQUZFRQ,1,8,443,FOIG: K1pi. Frequent urination during the day?,X4062F,0,
REPOSITMAIN2,,FRSTLANG,1,8,502,FOIG: L5. What is the first language you learned to speak?,X4059F,0,
REPOSITMAIN2,,FULLTIME,1,8,506,FOIG: L10. Are you working 35 hours more or less each week?,X4056F,0,
REPOSITMAIN2,,GARDEN,1,8,321,FOIE: F4c. Outdoor gardening,X4133F,0,
REPOSITMAIN2,,GDIAB,1,8,151,FOID: E3gg. Gestational diabetes,X4134F,0,
REPOSITMAIN2,,GDIABAGE,1,8,153,FOID: E3ggii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,GDIABTX,1,8,152,FOID: E3ggi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,GENDER,1,8,7,FOIA: A5. Sex of respondent,X4101F,0,
REPOSITMAIN2,,GENHERP,1,8,338,FOIF: G2c. Genital herpes,X4133F,0,
REPOSITMAIN2,,GOINGOUT,1,8,471,"FOIG: K5g. Going to movies, shows, church, etc?",X4068F,0,
REPOSITMAIN2,,GONORRH,1,8,340,FOIF: G2e. Gonorrhea,X4133F,0,
REPOSITMAIN2,,H20,1,8,405,FOIF: J12a. Water,X4140F,0,
REPOSITMAIN2,,HBP,1,8,127,FOID: E3x. High blood pressure,X4134F,0,
REPOSITMAIN2,,HBPAGE,1,8,129,FOID: E3xii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,HBPTX,1,8,128,FOID: E3xi. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,HCPFLARE,1,8,257,FOIE: E8c. A flare-up of an ongoing problem,X4133F,0,
REPOSITMAIN2,,HCPOTH,1,8,259,FOIE: E8e. Non-illness care,X4133F,0,
REPOSITMAIN2,,HCPROUT,1,8,256,FOIE: E8b. A routine visit for an ongoing problem,X4133F,0,
REPOSITMAIN2,,HCPSURG,1,8,258,FOIE: E8d. Pre- or post-surgery/injury care,X4133F,0,
REPOSITMAIN2,,HCPURG,1,8,255,FOIE: E8a. An urgent (acute) problem,X4133F,0,
REPOSITMAIN2,,HEADACHE,1,8,498,FOIG: K18. Have you recently been bothered by headaches?,X4133F,0,
REPOSITMAIN2,,HERBTEA,1,8,411,FOIF: J12g. Herbal tea,X4140F,0,
REPOSITMAIN2,,HERNAGE,1,8,327,"FOIF: G1ai. If yes, how old were you?",X4140F,0,
REPOSITMAIN2,,HERNREP,1,8,326,FOIF: G1a. Male only: Hernia repair,X4133F,0,
REPOSITMAIN2,,HGHT00,1,8,514,FOPM: B1. Height,X4140F,0,
REPOSITMAIN2,,HIP,1,8,183,FOIE: E5a. Hip,X4133F,0,
REPOSITMAIN2,,HIPAGE,1,8,185,FOIE: E5aii. Age (hip),X4140F,0,
REPOSITMAIN2,,HIPCM00,1,8,521,FOPM: B4. Hip circumference,X4140F,0,
REPOSITMAIN2,,HIPTIME,1,8,184,FOIE: E5ai. Times (hip),X4140F,0,
REPOSITMAIN2,,HIPUN00,1,8,522,FOPM: B4a. Measurement taken in,X4099F,0,
REPOSITMAIN2,,HIPWHY,1,8,186,FOIE: E5aiii. Why (hip),X4079F,0,
REPOSITMAIN2,,HMO,1,8,263,FOIE: E10a2. An HMO,X4133F,0,
REPOSITMAIN2,,HMONS,1,8,274,FOIE: E11i. Health Maintenance Organization,X4133F,0,
REPOSITMAIN2,,HMOPAY,1,8,275,FOIE: E11i2. Is your HMO primarily paid for by,X4136F,0,
REPOSITMAIN2,,HOMEREP,1,8,319,FOIE: F4a. Home repairs,X4133F,0,
REPOSITMAIN2,,HOSPER,1,8,264,FOIE: E10a3. A hospital emergency room,X4133F,0,
REPOSITMAIN2,,HOUTPAT,1,8,265,FOIE: E10a4. A hospital outpatient clinic,X4133F,0,
REPOSITMAIN2,,HOWHYST,1,8,343,FOIF: G3a1. Was this surgery done through the abdomen or vagina?,X4076F,0,
REPOSITMAIN2,,HPV,1,8,341,FOIF: G2f. HPV or genital warts,X4133F,0,
REPOSITMAIN2,,HRD,1,8,112,FOID: E3s. Heart-rhythm disturbance,X4134F,0,
REPOSITMAIN2,,HRDAGE,1,8,114,FOID: E3sii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,HRDTX,1,8,113,FOID: E3si. Have you ever or are you currently receiving treatment,X4131F,0,
REPOSITMAIN2,,HRS7DY,1,8,324,FOIE: F5a. How many hours did you work or volunteer,X4140F,0,
REPOSITMAIN2,,HTS_FT00,1,8,515,FOPM: B1a1. Self-reported height (ft.),X4140F,0,
REPOSITMAIN2,,HTS_IN00,1,8,516,FOPM: B1a2. Self-reported height (in.),X4140F,0,
REPOSITMAIN2,,HVHSWORK,1,8,318,FOIE: F3. Have you done any heavy housework,X4133F,0,
REPOSITMAIN2,,HYSTER,1,8,342,FOIF: G3a. Female only: A hysterectomy...?,X4133F,0,
REPOSITMAIN2,,INCOMEH,1,8,512,FOIG: L14. Income,X4139F,0,
REPOSITMAIN2,,INFERT,1,8,366,FOIF: G13. Have you ever tried to conceive a baby for 12 months?,X4133F,0,
REPOSITMAIN2,,INTFPAIN,1,8,464,"FOIG: K4. Over the last month, how much pain?",X4070F,0,
REPOSITMAIN2,,IUDAGE,1,8,43,FOIC: D2di. How old were you when you began using,X4140F,0,
REPOSITMAIN2,,IUDDUR,1,8,44,FOIC: D2dii. For how long altogether have you used,X4140F,0,
REPOSITMAIN2,,IUDNOW,1,8,42,FOIC: D2d. Intrauterine device,X4129F,0,
REPOSITMAIN2,,IUDUNT,1,8,45,FOIC: D2diii. Units,X4103F,0,
REPOSITMAIN2,,JUICE,1,8,406,FOIF: J12b. Juice,X4140F,0,
REPOSITMAIN2,,KI12MO,1,8,181,FOIE: E4c3. Times diagnosed with kidney infection in the last 12 months,X4140F,0,
REPOSITMAIN2,,KIDNAGE,1,8,132,FOID: E3yii. How old were you when you were first told,X4140F,0,
REPOSITMAIN2,,KIDNEY,1,8,130,FOID: E3y. Kidney disease,X4134F,0,
REPOSITMAIN2,,KIDNTX,1,8,131,FOID: E3yi. Have you ever or are you currently receiving treatment,X4131F,0,
