MEMNAME,MEMLABEL,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,INFORMAT
BACH2PUBLICUSE,,ANGNAAGE,1,8,81,FOID: E3iii. How old were you when you were first told,X2311F_II,0,
BACH2PUBLICUSE,,ANGNATX,1,8,80,FOID: E3ii. Have you ever or are you currently receiving treatment,X2501F_II,0,
BACH2PUBLICUSE,,ANTIDEP,1,8,24,FOIB: C2i. Anti-depression medication,X2506F_II,0,
BACH2PUBLICUSE,,ANTIDEP_1,1,8,673,FOFA: D2i. Anti-depression medication,X2506F_II,0,
BACH2PUBLICUSE,,ANXMED,1,8,23,FOIB: C2h. Medications for anxiety,X2506F_II,0,
BACH2PUBLICUSE,,ANXMED_1,1,8,672,FOFA: D2h. Medications for anxiety,X2506F_II,0,
BACH2PUBLICUSE,,ANYINS,1,8,898,FOIE: E11j. Any health insurance,X2506F_II,0,
BACH2PUBLICUSE,,ANYINS_1,1,8,1248,FOFB: E6i. Any health insurance,X2506F_II,0,
BACH2PUBLICUSE,,APO_A1_MGDL,1,8,1108,"Apolipoprotein AI, mg/dL",,7,
BACH2PUBLICUSE,,APO_B_MGDL,1,8,1107,"Apolipoprotein B, mg/dL",,7,
BACH2PUBLICUSE,,ARMCM00,1,8,279,FOSC: C2. Arm circumference,X2311F_II,0,
BACH2PUBLICUSE,,AROUSED4_1,1,8,1603,MSAQ/WSAQ: How often did you feel sexually aroused during sex? (lst 4 wks),X2367F_II,0,
BACH2PUBLICUSE,,ARRAGE,1,8,83,FOID: E3jii. How old were you when you were first told,X2311F_II,0,
BACH2PUBLICUSE,,ARRHYTH,1,8,842,FOID: E3j. An irregular heartbeat or arrhythmia,X2511F_II,0,
BACH2PUBLICUSE,,ARRHYTH_1,1,8,1209,FOFB: E1aa. Ever told you had: Irregular heartbeat,X2506F_II,0,
BACH2PUBLICUSE,,ARRTX,1,8,82,FOID: E3ji. Have you ever or are you currently receiving treatment,X2501F_II,0,
BACH2PUBLICUSE,,ARTHR,1,8,858,FOID: E3z. Arthritis or rheumatism,X2511F_II,0,
BACH2PUBLICUSE,,ARTHRAGE,1,8,115,FOID: E3zii. How old were you when you were first told,X2311F_II,0,
BACH2PUBLICUSE,,ARTHRTX,1,8,114,FOID: E3zi. Have you ever or are you currently receiving treatment,X2501F_II,0,
BACH2PUBLICUSE,,ARTHR_1,1,8,1195,FOFB: E1l. Ever told you had: Arthritis,X2506F_II,0,
BACH2PUBLICUSE,,ARTHR_TRT1A,1,8,1196,FOFB: E1l1. Ever told you had rheumatoid Arthritis,X2506F_II,0,
BACH2PUBLICUSE,,ARTHR_TRT1B,1,8,343,FOFB: E1l2. Regularly take medications for arthritis?,X2506F_II,0,
BACH2PUBLICUSE,,ASIAN,1,8,253,FOIG: L6b. Asian,X2506F_II,0,
BACH2PUBLICUSE,,ASIANC,1,8,9,INS1: C5b. Race: Asian,X2506F_II,0,
BACH2PUBLICUSE,,ASTHMA,1,8,836,FOID: E3d. Asthma,X2511F_II,0,
BACH2PUBLICUSE,,ASTHMAGE,1,8,71,FOID: E3dii. How old were you when you were first told,X2311F_II,0,
BACH2PUBLICUSE,,ASTHMATX,1,8,70,FOID: E3di. Have you ever or are you currently receiving treatment,X2501F_II,0,
BACH2PUBLICUSE,,ASTHMA_1,1,8,1182,FOFB: E1f. Ever told you had: Asthma,X2506F_II,0,
BACH2PUBLICUSE,,ASTHMA_TRT1,1,8,328,FOFB: E1f1. Ever told you had: Asthma: If yes do you take medication,X2456F_II,0,
BACH2PUBLICUSE,,AVGCIGAR,1,8,234,FOIF: J5b1. How many cigars do you smoke?,X2311F_II,0,
BACH2PUBLICUSE,,AVGCIGAR_1,1,8,481,"FOFC: I5b1. On average, how many cigars you smoke",X2311F_II,0,
BACH2PUBLICUSE,,AVGCIGS,1,8,232,FOIF: J3a1. on Average # cigarettes,X2311F_II,0,
BACH2PUBLICUSE,,AVGCIGS_1,1,8,479,"FOFC: I3a. On average, how many cigarettes you smoke",X2311F_II,0,
BACH2PUBLICUSE,,AVGNDRNK,1,8,239,"FOIF: J11. Now, how many drinks on average... those occasions?",X2311F_II,0,
BACH2PUBLICUSE,,AVGNDRNK_1,1,8,486,FOFC: I12. How many drinks on average do you have,X2311F_II,0,
BACH2PUBLICUSE,,AVGSLEEP,1,8,1058,FOIG: K17. How much do you usually sleep?,X2332F_II,0,
BACH2PUBLICUSE,,BACKLOW_M,1,8,638,PAIN: C47b. Back Lower: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BACKLOW_S,1,8,637,PAIN: C47a. Back Lower: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BACKUP_M,1,8,636,PAIN: C46b. Back Upper: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BACKUP_S,1,8,635,PAIN: C46a. Back Upper: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BANKLFT_M,1,8,658,PAIN: C57b. Back Ankle Left: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BANKLFT_S,1,8,657,PAIN: C57a. Back Ankle Left: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BANKRT_M,1,8,656,PAIN: C56b. Back Ankle Right: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BANKRT_S,1,8,655,PAIN: C56a. Back Ankle Right: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BARMLFT_M,1,8,618,PAIN: C37b. Back Arm Left: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BARMLFT_S,1,8,617,PAIN: C37a. Back Arm Left: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BARMRT_M,1,8,616,PAIN: C36b. Back Arm Right: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BARMRT_S,1,8,615,PAIN: C36a. Back Arm Right: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BARREVR,1,8,829,FOIC: D1c. Ever used some other barrier method,X2506F_II,0,
BACH2PUBLICUSE,,BARREVR_1,1,8,1268,FOFC: F1c. Have you and your partner ever used : other barrier method,X2506F_II,0,
BACH2PUBLICUSE,,BARRNOW,1,8,830,FOIC: D1ci. Are you or your partner currently using this method,X2506F_II,0,
BACH2PUBLICUSE,,BARRNOW_1,1,8,1269,FOFC: F1ci. If Yes: Are you and your partner currently using this method,X2506F_II,0,
BACH2PUBLICUSE,,BCIAGE,1,8,45,FOIC: D2bi. How old were you when you began using,X2311F_II,0,
BACH2PUBLICUSE,,BCIAGE_1,1,8,420,FOFC: F2bi. How old were you when you began using?,X2311F_II,0,
BACH2PUBLICUSE,,BCIDUR,1,8,46,FOIC: D2bii. For how long altogether have you used,X2311F_II,0,
BACH2PUBLICUSE,,BCIDUR_1,1,8,421,FOFC: F2bii. For how long altogether have you used,X2311F_II,0,
BACH2PUBLICUSE,,BCINOW,1,8,1636,FOIC: D2b. Injections for birth control,X2499F_II,0,
BACH2PUBLICUSE,,BCINOW_1,1,8,1695,FOFC: F2b. Ever used Birth Control Injections:If Yes: Is this Current?,X2503F_II,0,
BACH2PUBLICUSE,,BCIUNT,1,8,47,FOIC: D2biii. Units,X2431F_II,0,
BACH2PUBLICUSE,,BCIUNT_1,1,8,422,FOFC: F2biii. Units,X2431F_II,0,
BACH2PUBLICUSE,,BCMED,1,8,27,FOIB: C2l. Medications for endometriosis,X2506F_II,0,
BACH2PUBLICUSE,,BCMED_1,1,8,676,FOFA: D2l. Female: Medications for endometriosis,X2506F_II,0,
BACH2PUBLICUSE,,BCPAGE,1,8,42,FOIC: D2ai. How old were you when you began using,X2311F_II,0,
BACH2PUBLICUSE,,BCPAGE_1,1,8,417,FOFC: F2ai. How old were you when you began using?,X2311F_II,0,
BACH2PUBLICUSE,,BCPDUR,1,8,43,FOIC: D2aii. For how long altogether have you used,X2311F_II,0,
BACH2PUBLICUSE,,BCPDUR_1,1,8,418,FOFC: F2aii. For how long altogether have you used,X2311F_II,0,
BACH2PUBLICUSE,,BCPNOW,1,8,1635,FOIC: D2a. Birth control pills,X2499F_II,0,
BACH2PUBLICUSE,,BCPNOW_1,1,8,1694,FOFC: F2a. Ever used Birth Control Pills:If Yes: Is this Current?,X2503F_II,0,
BACH2PUBLICUSE,,BCPUNT,1,8,44,FOIC: D2aiii. Units,X2431F_II,0,
BACH2PUBLICUSE,,BCPUNT_1,1,8,419,FOFC: F2aiii. Units,X2431F_II,0,
BACH2PUBLICUSE,,BEATTHR2Y_1,1,8,804,MSAQ/WSAQ: How many times did this phys/thrt happen in the last 2 years (Batch 2-5),X2311F_II,0,
BACH2PUBLICUSE,,BEER30DY,1,8,960,FOIF: J9a. Beer or lite beer?,X2506F_II,0,
BACH2PUBLICUSE,,BEER30DY_1,1,8,1340,FOFC: I10a. In last 30 days : Beer / Lite Beer,X2506F_II,0,
BACH2PUBLICUSE,,BEERFREQ,1,8,961,"FOIF: J9ai. If yes, about how often do you drink?",X2328F_II,0,
BACH2PUBLICUSE,,BEERFREQ_1,1,8,1341,FOFC: I10ai. How often do you drink : Beer / Lite Beer,X2392F_II,0,
BACH2PUBLICUSE,,BEERMEAL_1,1,8,494,FOFC: I10aiii. Meal with : Beer / Lite Beer,X2420F_II,0,
BACH2PUBLICUSE,,BEERVOL,1,8,962,"FOIF: J9aii. If yes, how much do you drink on a typical day?",X2322F_II,0,
BACH2PUBLICUSE,,BEERVOL_1,1,8,1342,FOFC: I10aii. How much do you drink : Beer / Lite Beer,X2343F_II,0,
BACH2PUBLICUSE,,BELBLFT_M,1,8,622,PAIN: C39b. Back Elbow Left: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BELBLFT_S,1,8,621,PAIN: C39a. Back Elbow Left: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BELBRT_M,1,8,620,PAIN: C38b. Back Elbow Right: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BELBRT_S,1,8,619,PAIN: C38a. Back Elbow Right: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BENDINP_1,1,8,1578,MSAQ: 18. Have you had abnormal bend/curvature in your penis,X2506F_II,0,
BACH2PUBLICUSE,,BFARMLFT_M,1,8,626,PAIN: C41b. Back Forearm Left: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BFARMLFT_S,1,8,625,PAIN: C41a. Back Forearm Left: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BFARMRT_M,1,8,624,PAIN: C40b. Back Forearm Right: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BFARMRT_S,1,8,623,PAIN: C40a. Back Forearm Right: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BFOOTLFT_M,1,8,662,PAIN: C59b. Back Foot Left: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BFOOTLFT_S,1,8,661,PAIN: C59a. Back Foot Left: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BFOOTRT_M,1,8,660,PAIN: C58b. Back Foot Right: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BFOOTRT_S,1,8,659,PAIN: C58a. Back Foot Right: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BHNDLFT_M,1,8,634,PAIN: C45b. Back Hand Left: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BHNDLFT_S,1,8,633,PAIN: C45a. Back Hand Left: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BHNDRT_M,1,8,632,PAIN: C44b. Back Hand Right: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BHNDRT_S,1,8,631,PAIN: C44a. Back Hand Right: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BIOVARY,1,8,223,FOIF: G3b1. Were one or two ovaries removed?,X2458F_II,0,
BACH2PUBLICUSE,,BKNELFT_M,1,8,650,PAIN: C53b. Back Knee Left: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BKNELFT_S,1,8,649,PAIN: C53a. Back Knee Left: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BKNERT_M,1,8,648,PAIN: C52b. Back Knee Right: most pain,X2505F_II,0,
BACH2PUBLICUSE,,BKNERT_S,1,8,647,PAIN: C52a. Back Knee Right: shaded pain,X2505F_II,0,
BACH2PUBLICUSE,,BLACK,1,8,254,FOIG: L6c. Black or African American,X2506F_II,0,
BACH2PUBLICUSE,,BLACKC,1,8,10,INS1: C5c. Race: Black or African American,X2506F_II,0,
BACH2PUBLICUSE,,BLADCONOW_1,1,8,1539,FOFD: J19. My bladder condition,X2387F_II,0,
BACH2PUBLICUSE,,BLADMENAGE_1,1,8,435,FOFC: G1ci. How old were you at the time of surgery:Age,X2311F_II,0,
BACH2PUBLICUSE,,BLADMEN_1,1,8,1275,FOFC: G1c. Have you seen HealthCare Provider For: Bladder Surgery,X2506F_II,0,
BACH2PUBLICUSE,,BLADSURAGE_1,1,8,459,FOFC: G5di. How old were you at the time of surgery:Age,X2311F_II,0,
BACH2PUBLICUSE,,BLADSURG,1,8,1653,FOIF: G3d. Bladder surgery,X2506F_II,0,
BACH2PUBLICUSE,,BLADSURG_1,1,8,1703,FOFC: G5d. Have you ever had: A Bladder Surgery,X2497F_II,0,
BACH2PUBLICUSE,,BLDTHIN,1,8,16,FOIB: C2a. Any medication to thin your blood,X2506F_II,0,
BACH2PUBLICUSE,,BLDTHIN_1,1,8,665,FOFA: D2a. Any medications to thin your blood,X2506F_II,0,
BACH2PUBLICUSE,,BLDU4_1,1,8,1464,FOFD: J1tiii. Past 4 weeks problem for you: blood in urine,X2441F_II,0,
BACH2PUBLICUSE,,BLDUDUR,1,8,1014,FOIG: K1sii. How long?,X2325F_II,0,
BACH2PUBLICUSE,,BLDUDUR_1,1,8,1463,FOFD: J1tii. How long have you had this experience: blood in urine,X2351F_II,0,
BACH2PUBLICUSE,,BLDUFRQ,1,8,1013,FOIG: K1si. Visible blood in your urine?,X2330F_II,0,
