MEMNAME,MEMLABEL,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,INFORMAT
ACLABFLW_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACLABFLW_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACLABFLW_RET,,VISIT,2,63,4,Inform visit name,,0,
ACLABFLW_RET,,VISITID,1,8,5,Inform generated visit number,,0,
ACONCAM_PRO,,ACMBRNM,2,80,8,Brand or commercial name,,0,
ACONCAM_PRO,,ACMCOMNM,2,80,6,Common name,,0,
ACONCAM_PRO,,ACMCONT,1,8,7,Continuing,ACMCONT,0,
ACONCAM_PRO,,ACMSPDT,1,8,13,Studyday of Stop date,,0,
ACONCAM_PRO,,ACMSPFL,1,8,9,Imputed flag: Stop date,,0,
ACONCAM_PRO,,ACMSTDT,1,8,14,Studyday of Start date,,0,
ACONCAM_PRO,,ACMSTFL,1,8,10,Imputed flag: Start date,,0,
ACONCAM_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACONCAM_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACONCAM_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACONCAM_PRO,,VISIT,2,63,4,Inform visit name,,0,
ACONCAM_PRO,,VISITID,1,8,5,Inform generated visit number,,16,
ACONCAM_PRO,,WHOCODE,2,11,12,WHO Drug Code,$,11,$
ACONCAM_PRO,,WHONAME,2,80,11,Standardized Medication Name,$,200,$
ACONCAM_RET,,ACMBRNM,2,80,8,Brand or commercial name,,0,
ACONCAM_RET,,ACMCOMNM,2,80,6,Common name,,0,
ACONCAM_RET,,ACMCONT,1,8,7,Continuing,ACMCONT,0,
ACONCAM_RET,,ACMSPDT,1,8,13,Studyday of Stop date,,0,
ACONCAM_RET,,ACMSPFL,1,8,9,Imputed flag: Stop date,,0,
ACONCAM_RET,,ACMSTDT,1,8,14,Studyday of Start date,,0,
ACONCAM_RET,,ACMSTFL,1,8,10,Imputed flag: Start date,,0,
ACONCAM_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACONCAM_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACONCAM_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACONCAM_RET,,VISIT,2,63,4,Inform visit name,,0,
ACONCAM_RET,,VISITID,1,8,5,Inform generated visit number,,16,
ACONCAM_RET,,WHOCODE,2,11,12,WHO Drug Code,$,11,$
ACONCAM_RET,,WHONAME,2,80,11,Standardized Medication Name,$,200,$
ACONHX_PRO,,ACNCHXYN,1,8,7,Any medications w/in 4wks of annual visit,ACNCHXYN,0,
ACONHX_PRO,,ACNMHXYN,1,8,6,Any CAM products w/in 4wks of annual visit,ACNMHXYN,0,
ACONHX_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACONHX_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACONHX_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACONHX_PRO,,VISIT,2,63,4,Inform visit name,,0,
ACONHX_PRO,,VISITID,1,8,5,Inform generated visit number,,0,
ACONHX_RET,,ACNCHXYN,1,8,7,Any medications w/in 4wks of annual visit,ACNCHXYN,0,
ACONHX_RET,,ACNMHXYN,1,8,6,Any CAM products w/in 4wks of annual visit,ACNMHXYN,0,
ACONHX_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACONHX_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACONHX_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACONHX_RET,,VISIT,2,63,4,Inform visit name,,0,
ACONHX_RET,,VISITID,1,8,5,Inform generated visit number,,0,
ACONMED_PRO,,AMEDCONT,1,8,6,Continuing,AMEDCONT,0,
ACONMED_PRO,,AMEDNAME,2,80,7,Medication,,0,
ACONMED_PRO,,AMEDSPDT,1,8,14,Studyday of Stop date,,0,
ACONMED_PRO,,AMEDSPFL,1,8,8,Imputed flag: Stop date,,0,
ACONMED_PRO,,AMEDSTDT,1,8,15,Studyday of Start date,,0,
ACONMED_PRO,,AMEDSTFL,1,8,9,Imputed flag: Start date,,0,
ACONMED_PRO,,ATCCODE,2,7,12,WHO ATC Code,$,7,$
ACONMED_PRO,,ATCTERM,2,100,13,WHO ATC Text,$,100,$
ACONMED_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACONMED_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACONMED_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACONMED_PRO,,VISIT,2,63,4,Inform visit name,,0,
ACONMED_PRO,,VISITID,1,8,5,Inform generated visit number,,16,
ACONMED_PRO,,WHOCODE,2,11,11,WHO Drug Code,$,11,$
ACONMED_PRO,,WHONAME,2,80,10,Standardized Medication Name,$,200,$
ACONMED_RET,,AMEDCONT,1,8,6,Continuing,AMEDCONT,0,
ACONMED_RET,,AMEDNAME,2,80,7,Medication,,0,
ACONMED_RET,,AMEDSPDT,1,8,14,Studyday of Stop date,,0,
ACONMED_RET,,AMEDSPFL,1,8,8,Imputed flag: Stop date,,0,
ACONMED_RET,,AMEDSTDT,1,8,15,Studyday of Start date,,0,
ACONMED_RET,,AMEDSTFL,1,8,9,Imputed flag: Start date,,0,
ACONMED_RET,,ATCCODE,2,7,12,WHO ATC Code,$,7,$
ACONMED_RET,,ATCTERM,2,100,13,WHO ATC Text,$,100,$
ACONMED_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACONMED_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACONMED_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACONMED_RET,,VISIT,2,63,4,Inform visit name,,0,
ACONMED_RET,,VISITID,1,8,5,Inform generated visit number,,16,
ACONMED_RET,,WHOCODE,2,11,11,WHO Drug Code,$,11,$
ACONMED_RET,,WHONAME,2,80,10,Standardized Medication Name,$,200,$
ACSAMP_PRO,,ACRADM,1,8,7,Admission date available?,ACRADM,0,
ACSAMP_PRO,,ACRADMDT,1,8,13,Studyday of Date of admission,,0,
ACSAMP_PRO,,ACRADMFL,1,8,10,Imputed flag: Date of admission,,0,
ACSAMP_PRO,,ACRDSC,1,8,8,Discharge date available?,ACRDSC,0,
ACSAMP_PRO,,ACRDSCDT,1,8,14,Studyday of Date of discharge,,0,
ACSAMP_PRO,,ACRDSCFL,1,8,11,Imputed flag: Date of discharge,,0,
ACSAMP_PRO,,ACRLBDT,1,8,15,Studyday of Date of collection,,0,
ACSAMP_PRO,,ACRLBFL,1,8,12,Imputed flag: Date of collection,,0,
ACSAMP_PRO,,ACRVISIT,1,8,9,Visit,ACRVISIT,0,
ACSAMP_PRO,,ACSTATE,1,8,6,"When blood samples drawn, patient was?",ACSTATE,0,
ACSAMP_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACSAMP_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACSAMP_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACSAMP_PRO,,VISIT,2,63,4,Inform visit name,,0,
ACSAMP_PRO,,VISITID,1,8,5,Inform generated visit number,,0,
ACSAMP_RET,,ACRADM,1,8,7,Admission date available?,ACRADM,0,
ACSAMP_RET,,ACRADMDT,1,8,13,Studyday of Date of admission,,0,
ACSAMP_RET,,ACRADMFL,1,8,10,Imputed flag: Date of admission,,0,
ACSAMP_RET,,ACRDSC,1,8,8,Discharge date available?,ACRDSC,0,
ACSAMP_RET,,ACRDSCDT,1,8,14,Studyday of Date of discharge,,0,
ACSAMP_RET,,ACRDSCFL,1,8,11,Imputed flag: Date of discharge,,0,
ACSAMP_RET,,ACRLBDT,1,8,15,Studyday of Date of collection,,0,
ACSAMP_RET,,ACRLBFL,1,8,12,Imputed flag: Date of collection,,0,
ACSAMP_RET,,ACRVISIT,1,8,9,Visit,ACRVISIT,0,
ACSAMP_RET,,ACSTATE,1,8,6,"When blood samples drawn, patient was?",ACSTATE,0,
ACSAMP_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACSAMP_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACSAMP_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACSAMP_RET,,VISIT,2,63,4,Inform visit name,,0,
ACSAMP_RET,,VISITID,1,8,5,Inform generated visit number,,0,
ACUTE_PRO,,ACBLOOD,1,8,6,Were acute blood samples drawn?,ACBLOOD,0,
ACUTE_PRO,,ACDILI,1,8,7,Were acute labs drawn?,ACDILI,0,
ACUTE_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACUTE_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACUTE_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACUTE_PRO,,VISIT,2,63,4,Inform visit name,,0,
ACUTE_PRO,,VISITID,1,8,5,Inform generated visit number,,0,
ACUTE_RET,,ACBLOOD,1,8,6,Were acute blood samples drawn?,ACBLOOD,0,
ACUTE_RET,,ACDILI,1,8,7,Were acute labs drawn?,ACDILI,0,
ACUTE_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ACUTE_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ACUTE_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ACUTE_RET,,VISIT,2,63,4,Inform visit name,,0,
ACUTE_RET,,VISITID,1,8,5,Inform generated visit number,,0,
ALLRGYHX_PRO,,AGENT,2,80,7,Agent,,0,
ALLRGYHX_PRO,,ALLGREAC,2,200,6,Reaction,,0,
ALLRGYHX_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ALLRGYHX_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ALLRGYHX_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ALLRGYHX_PRO,,VISIT,2,63,4,Inform visit name,,0,
ALLRGYHX_PRO,,VISITID,1,8,5,Inform generated visit number,,16,
ALLRGYHX_PRO,,WHOCODE,2,11,9,WHO Drug Code,$,11,$
ALLRGYHX_PRO,,WHONAME,2,80,8,Standardized Medication Name,$,200,$
ALLRGYHX_RET,,AGENT,2,80,7,Agent,,0,
ALLRGYHX_RET,,ALLGREAC,2,200,6,Reaction,,0,
ALLRGYHX_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ALLRGYHX_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ALLRGYHX_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ALLRGYHX_RET,,VISIT,2,63,4,Inform visit name,,0,
ALLRGYHX_RET,,VISITID,1,8,5,Inform generated visit number,,16,
ALLRGYHX_RET,,WHOCODE,2,11,9,WHO Drug Code,$,11,$
ALLRGYHX_RET,,WHONAME,2,80,8,Standardized Medication Name,$,200,$
ANTIHBE_PRO,,ANTHBEDT,1,8,8,Studyday of Anti-HBe date,,0,
ANTIHBE_PRO,,ANTHBEFL,1,8,7,Imputed flag: Anti-HBe date,,0,
ANTIHBE_PRO,,ANTHBGRS,1,8,6,Anti-HBe Result,RGANTHBGRS,0,
ANTIHBE_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ANTIHBE_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ANTIHBE_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ANTIHBE_PRO,,VISIT,2,63,4,Inform visit name,,0,
ANTIHBE_PRO,,VISITID,1,8,5,Inform generated visit number,,0,
ANTIHBE_RET,,ANTHBEDT,1,8,8,Studyday of Anti-HBe date,,0,
ANTIHBE_RET,,ANTHBEFL,1,8,7,Imputed flag: Anti-HBe date,,0,
ANTIHBE_RET,,ANTHBGRS,1,8,6,Anti-HBe Result,RGANTHBGRS,0,
ANTIHBE_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ANTIHBE_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ANTIHBE_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ANTIHBE_RET,,VISIT,2,63,4,Inform visit name,,0,
ANTIHBE_RET,,VISITID,1,8,5,Inform generated visit number,,0,
ANTIHDV_PRO,,ANTHDVDT,1,8,8,Studyday of Anti-HDV Date,,0,
ANTIHDV_PRO,,ANTHDVFL,1,8,7,Imputed flag: Anti-HDV Date,,0,
ANTIHDV_PRO,,ANTHDVRS,1,8,6,Anti-HDV Result,ANTHDVRS,0,
ANTIHDV_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ANTIHDV_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ANTIHDV_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ANTIHDV_PRO,,VISIT,2,63,4,Inform visit name,,0,
ANTIHDV_PRO,,VISITID,1,8,5,Inform generated visit number,,0,
ANTIHDV_RET,,ANTHDVDT,1,8,8,Studyday of Anti-HDV Date,,0,
ANTIHDV_RET,,ANTHDVFL,1,8,7,Imputed flag: Anti-HDV Date,,0,
ANTIHDV_RET,,ANTHDVRS,1,8,6,Anti-HDV Result,ANTHDVRS,0,
ANTIHDV_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ANTIHDV_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ANTIHDV_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ANTIHDV_RET,,VISIT,2,63,4,Inform visit name,,0,
ANTIHDV_RET,,VISITID,1,8,5,Inform generated visit number,,0,
ANTIHEV_PRO,,ALTID,2,15,5,Alternate ID Number,,0,
ANTIHEV_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ANTIHEV_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ANTIHEV_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ANTIHEV_PRO,,VISIT,2,25,4,Testing Visit,,0,
ANTIHEV_PRO,,VISITID,1,8,6,Inform generated visit number,,0,
ANTIHEV_RET,,ALTID,2,15,5,Alternate ID Number,,0,
ANTIHEV_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
ANTIHEV_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
ANTIHEV_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
ANTIHEV_RET,,VISIT,2,25,4,Testing Visit,,0,
ANTIHEV_RET,,VISITID,1,8,6,Inform generated visit number,,0,
APHXQ2_PRO,,APHQ2FDT,1,8,12,Studyday of From Date,,0,
APHXQ2_PRO,,APHQ2FFL,1,8,10,Imputed flag: From Date,,0,
APHXQ2_PRO,,APHQ2FUN,1,8,7,From Date available?,APHQ2FUN,0,
APHXQ2_PRO,,APHQ2TDT,1,8,13,Studyday of To Date,,0,
APHXQ2_PRO,,APHQ2TFL,1,8,11,Imputed flag: To Date,,0,
APHXQ2_PRO,,APHQ2TUN,1,8,6,To Date available?,APHQ2TUN,0,
APHXQ2_PRO,,APHQ2TYP,1,8,8,Type of Area,APHQ2TYP,0,
APHXQ2_PRO,,APHQCTRY,2,50,9,Country,,0,
APHXQ2_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
APHXQ2_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
APHXQ2_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
APHXQ2_PRO,,VISIT,2,63,4,Inform visit name,,0,
APHXQ2_PRO,,VISITID,1,8,5,Inform generated visit number,,0,
APHXQ2_RET,,APHQ2FDT,1,8,12,Studyday of From Date,,0,
APHXQ2_RET,,APHQ2FFL,1,8,10,Imputed flag: From Date,,0,
APHXQ2_RET,,APHQ2FUN,1,8,7,From Date available?,APHQ2FUN,0,
APHXQ2_RET,,APHQ2TDT,1,8,13,Studyday of To Date,,0,
APHXQ2_RET,,APHQ2TFL,1,8,11,Imputed flag: To Date,,0,
APHXQ2_RET,,APHQ2TUN,1,8,6,To Date available?,APHQ2TUN,0,
APHXQ2_RET,,APHQ2TYP,1,8,8,Type of Area,APHQ2TYP,0,
APHXQ2_RET,,APHQCTRY,2,50,9,Country,,0,
APHXQ2_RET,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
APHXQ2_RET,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
APHXQ2_RET,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
APHXQ2_RET,,VISIT,2,63,4,Inform visit name,,0,
APHXQ2_RET,,VISITID,1,8,5,Inform generated visit number,,0,
APHXQ_PRO,,APHQ3FDT,1,8,30,Year of First Transfusion,,0,
APHXQ_PRO,,APHQ3FUN,1,8,22,Blood transfusion info available,APHQ3FUN,0,
APHXQ_PRO,,APHQ3RDT,1,8,29,Year of Most transfusion,,0,
APHXQ_PRO,,APHQ3YN,1,8,7,Received a blood transfusion?,APHQ3YN,0,
APHXQ_PRO,,APHQ4FDT,1,8,28,Year of First injection drugs,,0,
APHXQ_PRO,,APHQ4FUN,1,8,17,Year of First use of injection drugs available?,APHQ4FUN,0,
APHXQ_PRO,,APHQ4RDT,1,8,27,Year of Most Recent use of Injection Drugs,,0,
APHXQ_PRO,,APHQ4YN,1,8,15,"Used injection drugs, such as heroin, cocaine or crack?",APHQ4YN,0,
APHXQ_PRO,,APHQ5FDT,1,8,25,Year of First Exposure,,0,
APHXQ_PRO,,APHQ5FUN,1,8,10,Year of First cocaine or crack Exposure available,APHQ5FUN,0,
APHXQ_PRO,,APHQ5RDT,1,8,26,Year of Most Recent Exposure,,0,
APHXQ_PRO,,APHQ5YN,1,8,16,Ever snorted or sniffed cocaine or crack?,APHQ5YN,0,
APHXQ_PRO,,APHQ6YN,1,8,8,Are you a health care worker involves face-to-face contact with patients?,APHQ6YN,0,
APHXQ_PRO,,APHQ7FDT,1,8,23,Year of First Exposure to Patient Body Fluids/secretions,,0,
APHXQ_PRO,,APHQ7RDT,1,8,24,Year of Most Recent Exposure to Patient Body Fluids/secretions,,0,
APHXQ_PRO,,APHQ7RUN,1,8,9,Year of Most Recent Exposure to Patient Body Fluids/secretions available?,APHQ7RUN,0,
APHXQ_PRO,,APHQ7YN,1,8,13,"Have you ever had any direct contact with patient body fluids/secretions such as blood, urine,feces, etc?",APHQ7YN,0,
APHXQ_PRO,,APHQ8FDT,1,8,31,Year of First Needle Stick/Injury Exposure,,0,
APHXQ_PRO,,APHQ8FUN,1,8,20,Year had history of needle stick exposure/contact with body fluids/secretions available?,APHQ8FUN,0,
APHXQ_PRO,,APHQ8RDT,1,8,32,Year of Most Recent Needle Stick/Injury Exposure,,0,
APHXQ_PRO,,APHQ8RUN,1,8,14,Year of Most Recent Needle Stick/Injury Exposure available?,APHQ8RUN,0,
APHXQ_PRO,,APHQ8YN,1,8,18,Have you ever had history of needle stick exposure/contact with body fluids/secretions,APHQ8YN,0,
APHXQ_PRO,,APHQ9HSE,1,8,6,Relationship with the person - Household exposure - siblings or children,,0,
APHXQ_PRO,,APHQ9SPS,1,8,11,Relationship with the person - Spouse or Sexual Partner,,0,
APHXQ_PRO,,APHQ9WRK,1,8,21,Relationship with the person - Informal workplace/school exposure,,0,
APHXQ_PRO,,APHQ9YN,1,8,19,Ever exposed to someone with hepatitis/someone jaundiced six months before you sick with liver problem?,APHQ9YN,0,
APHXQ_PRO,,APHQTRVL,1,8,12,Travel outside USA in 6 months before sick with liver injury?,APHQTRVL,0,
APHXQ_PRO,,DEIDNUM,1,8,1,Deidentified Subject Number,,0,
APHXQ_PRO,,STUDY,2,13,2,Prospective or Retrospective Study,,0,
APHXQ_PRO,,UNIQUEID,1,8,3,unique deidnum across both protocol,,0,
APHXQ_PRO,,VISIT,2,63,4,Inform visit name,,0,
APHXQ_PRO,,VISITID,1,8,5,Inform generated visit number,,0,
APHXQ_RET,,APHQ3FDT,1,8,30,Year of First Transfusion,,0,
APHXQ_RET,,APHQ3FUN,1,8,22,Blood transfusion info available,APHQ3FUN,0,
APHXQ_RET,,APHQ3RDT,1,8,29,Year of Most transfusion,,0,
APHXQ_RET,,APHQ3YN,1,8,7,Received a blood transfusion?,APHQ3YN,0,
APHXQ_RET,,APHQ4FDT,1,8,28,Year of First injection drugs,,0,
APHXQ_RET,,APHQ4FUN,1,8,17,Year of First use of injection drugs available?,APHQ4FUN,0,
APHXQ_RET,,APHQ4RDT,1,8,27,Year of Most Recent use of Injection Drugs,,0,
APHXQ_RET,,APHQ4YN,1,8,15,"Used injection drugs, such as heroin, cocaine or crack?",APHQ4YN,0,
APHXQ_RET,,APHQ5FDT,1,8,25,Year of First Exposure,,0,
APHXQ_RET,,APHQ5FUN,1,8,10,Year of First cocaine or crack Exposure available,APHQ5FUN,0,
APHXQ_RET,,APHQ5RDT,1,8,26,Year of Most Recent Exposure,,0,
APHXQ_RET,,APHQ5YN,1,8,16,Ever snorted or sniffed cocaine or crack?,APHQ5YN,0,
APHXQ_RET,,APHQ6YN,1,8,8,Are you a health care worker involves face-to-face contact with patients?,APHQ6YN,0,
APHXQ_RET,,APHQ7FDT,1,8,23,Year of First Exposure to Patient Body Fluids/secretions,,0,
APHXQ_RET,,APHQ7RDT,1,8,24,Year of Most Recent Exposure to Patient Body Fluids/secretions,,0,
APHXQ_RET,,APHQ7RUN,1,8,9,Year of Most Recent Exposure to Patient Body Fluids/secretions available?,APHQ7RUN,0,
APHXQ_RET,,APHQ7YN,1,8,13,"Have you ever had any direct contact with patient body fluids/secretions such as blood, urine,feces, etc?",APHQ7YN,0,
APHXQ_RET,,APHQ8FDT,1,8,31,Year of First Needle Stick/Injury Exposure,,0,
APHXQ_RET,,APHQ8FUN,1,8,20,Year had history of needle stick exposure/contact with body fluids/secretions available?,APHQ8FUN,0,
APHXQ_RET,,APHQ8RDT,1,8,32,Year of Most Recent Needle Stick/Injury Exposure,,0,
APHXQ_RET,,APHQ8RUN,1,8,14,Year of Most Recent Needle Stick/Injury Exposure available?,APHQ8RUN,0,
APHXQ_RET,,APHQ8YN,1,8,18,Have you ever had history of needle stick exposure/contact with body fluids/secretions,APHQ8YN,0,
APHXQ_RET,,APHQ9HSE,1,8,6,Relationship with the person - Household exposure - siblings or children,,0,
APHXQ_RET,,APHQ9SPS,1,8,11,Relationship with the person - Spouse or Sexual Partner,,0,
APHXQ_RET,,APHQ9WRK,1,8,21,Relationship with the person - Informal workplace/school exposure,,0,
